seed,dynamic_auc,dynamic_recovered,dynamic_recovery_steps,uncoupled_auc,uncoupled_recovered,uncoupled_recovery_steps,matched_fixed_auc,matched_fixed_recovered,matched_fixed_recovery_steps,shuffled_schedule_auc,shuffled_schedule_recovered,shuffled_schedule_recovery_steps,repulsive_auc,repulsive_recovered,repulsive_recovery_steps,dynamic_dt_noise_auc,dynamic_dt_noise_recovered,dynamic_dt_noise_recovery_steps,observed_correlation,surrogate_correlation
124,0.8592188011379718,true,100,-0.1301746429762454,false,,0.9011934600133201,true,86,0.9032089611181658,true,86,-0.6407188749935719,false,,0.860899892811426,true,102,0.043796041801640845,-0.005227985475991237
125,0.8740253422477826,true,89,-0.15500912505477807,false,,0.9094247426608634,true,80,0.9091942139889314,true,79,-0.6486844995112709,false,,0.8785847429785397,true,87,-0.007406263639503272,0.040897922419368404
126,0.9141211789500521,true,93,0.1340129430242543,false,,0.9287857295638501,true,80,0.9284383850960701,true,80,-0.5906012837234607,false,,0.9180501294147523,true,86,0.016741113515991078,0.015624151589561045
127,0.9516434867828019,true,70,0.37252381646434135,false,,0.955652448480948,true,65,0.9557447303124933,true,64,-0.5619328999548776,false,,0.9536914971568213,true,70,0.004520828904426075,0.018421627647998078
128,0.879704242125296,true,100,-0.0565053656205542,false,,0.9103033119513845,true,85,0.9105925010150409,true,85,-0.6253087479327659,false,,0.8735842349518029,true,108,-0.003906596305896175,0.08015812522863369
129,0.8854409824052404,true,79,-0.04685697843414671,false,,0.9161890240463563,true,73,0.9166341264922275,true,73,-0.6346986800481197,false,,0.8926229100300077,true,74,0.037676998631302354,-0.008700161207536038
130,0.9327602123370808,true,68,0.09815135637166349,false,,0.9412635089755081,true,63,0.940848847332714,true,63,-0.6224979728152108,false,,0.93467081888095,true,71,0.003094086311988792,0.03210907472506335
131,0.8860651685316433,true,96,-0.06138373448989814,false,,0.9137565569430254,true,84,0.9140437573687709,true,85,-0.6273074008850111,false,,0.8901494643920939,true,91,0.038536031819656015,0.010538780812150171
132,0.9157332110853819,true,90,0.10262409810072652,false,,0.9299047629749044,true,75,0.9303110912915606,true,74,-0.5988252230343789,false,,0.9139005150167588,true,91,0.005383915655459677,-0.0068233179277983405
133,0.8969237892049136,true,81,0.061630936805814135,false,,0.9208087694192024,true,75,0.9203022106328179,true,75,-0.6037638745643736,false,,0.8940039415688141,true,81,0.019319119416610058,-0.04387714911639759
134,0.8835166898891436,true,129,0.012737888454414262,false,,0.9195103950840663,true,95,0.920305986881819,true,96,-0.6153148460054105,false,,0.8868697969100953,true,127,0.040856458320139025,0.06279113099032019
135,0.8476857877001437,true,150,-0.060356527217807376,false,,0.9015175776565044,true,103,0.9005618573240026,true,104,-0.6137516185212937,false,,0.867631007883801,true,131,-0.007839723582303929,0.0024604465122021572
136,0.8659574594958606,true,108,-0.18031751816204733,false,,0.9047574982132631,true,84,0.906378631733522,true,82,-0.649569493973565,false,,0.8716495892586311,true,100,-0.024945536599479345,-0.0028700685391387583
137,0.8895923413343492,true,113,-0.03763063214801651,false,,0.9171928113801123,true,88,0.9172395269146869,true,87,-0.6250150676417355,false,,0.8961258312189111,true,107,0.012629432210081908,-0.03448154323525901
138,0.9290182899147554,true,71,0.13314471562963992,false,,0.9388152878371165,true,66,0.9389664174052598,true,65,-0.6034324261332416,false,,0.9327293657145445,true,68,0.041551755272992416,-0.02061099519976223
139,0.9267330770556826,true,83,0.09713361932115537,false,,0.9375654460253501,true,74,0.9376074041592571,true,74,-0.6083864109309389,false,,0.9325237399125503,true,80,0.020404749712283916,0.0019787455255094407
140,0.8747408801288119,true,129,-0.0869940565483685,false,,0.9129001340155005,true,94,0.9120074080530421,true,92,-0.6349694651543857,false,,0.8826632137137234,true,123,0.03390277365857897,-0.04671594285809812
141,0.8983254563687284,true,77,0.0880752504254679,false,,0.9221184903529093,true,70,0.9217027911677125,true,71,-0.6064845972197584,false,,0.9031646502296308,true,72,0.03373502276507621,0.05051176265560815
142,0.9230470338479094,true,77,0.028153510270425557,false,,0.9346092751114756,true,70,0.933765331057873,true,71,-0.6236937406199756,false,,0.9258879673195589,true,77,0.0521511182972271,-0.008642478114076169
143,0.7788659690453252,true,194,-0.07400249650483916,false,,0.8879964907554388,true,115,0.8904512125440971,true,114,-0.6138597436602605,false,,0.8044570700755519,true,181,0.024659148110564414,-0.00004391444295256746
144,0.832845004265804,true,140,-0.05544851020908918,false,,0.8914753163486668,true,101,0.8921152418333987,true,98,-0.615732923629641,false,,0.8183622827111827,true,152,0.02169894259893711,-0.036526310269163004
145,0.9178478889387877,true,77,0.07060855188350618,false,,0.9313138892014221,true,70,0.9313557956104386,true,70,-0.6142701174962552,false,,0.918535870359371,true,80,0.02043175010072346,0.06344406747113689
146,0.9029834902755453,true,97,0.13060728909101824,false,,0.9227925186979608,true,83,0.9228735750238893,true,83,-0.5855913107646261,false,,0.9135233520069964,true,91,-0.022054185239563408,-0.042578459414460236
147,0.9206362402172588,true,92,0.07796319932887695,false,,0.9338509899696971,true,80,0.9327571944047927,true,80,-0.6132198515491682,false,,0.9251095693270254,true,91,0.012012630220657997,-0.027467101438232115
148,0.8713552762152375,true,105,-0.17653274223160323,false,,0.9058125313355595,true,88,0.9048872570048475,true,88,-0.6524173262636728,false,,0.8753132773460238,true,107,-0.01924395667293815,0.0457182210036892
149,0.8790476906714879,true,89,0.08558011490124434,false,,0.9112814979680134,true,78,0.9101532524753982,true,79,-0.598133779414951,false,,0.8833584900927017,true,87,0.05538729985977349,0.0021456735062980845
150,0.917209947164189,true,67,-0.06460057399333492,false,,0.9330562466432556,true,63,0.9332708526284675,true,64,-0.646941213176932,false,,0.9209518614596522,true,62,0.005693633789902611,0.01484990789453375
151,0.9239544056765369,true,67,-0.024721709460686477,false,,0.93679640178977,true,63,0.9370782813783554,true,63,-0.6468983011668236,false,,0.9261226613977144,true,65,-0.01614149133974349,0.016137443392335027
152,0.9081307215923996,true,92,0.023084661004070313,false,,0.9254658264312525,true,78,0.9244310599275727,true,79,-0.6162911909653769,false,,0.9106747361262562,true,91,0.006604696273346049,0.010512058325859134
153,0.891179987220216,true,85,-0.039524688179958106,false,,0.9170911031561434,true,74,0.9170723865253467,true,74,-0.6214002254493303,false,,0.8909919861163916,true,89,-0.00501991829119762,0.0005367261709914007
154,0.9395051701633083,true,71,0.2568260472897277,false,,0.945774620693979,true,67,0.9454743974428316,true,67,-0.5755974040513767,false,,0.9429157369360067,true,68,0.036707927429585924,0.0010517208392902785
155,0.8914820364111298,true,100,-0.030878524812690437,false,,0.9159107836727394,true,84,0.9154941190430237,true,84,-0.618708275013594,false,,0.8915280906042428,true,99,0.02342986085094601,-0.03241213598834877
156,0.886713703714378,true,104,0.022946570447825127,false,,0.9139819043853039,true,86,0.9142546346433544,true,87,-0.6021177324265986,false,,0.8899836758195843,true,101,-0.05769396700362136,-0.044539422283537695
157,0.8905988347783412,true,98,0.047104028875864595,false,,0.9157406297952932,true,82,0.9163474488413665,true,82,-0.5981901201568067,false,,0.8891637311453336,true,103,-0.05589236977543535,0.038172805946354436
158,0.8405363186902094,true,117,-0.24560230135388433,false,,0.8934158558352145,true,92,0.8940066853450371,true,92,-0.6631133662420703,false,,0.8493903174811988,true,109,-0.06932548888833429,-0.04640431050582615
159,0.8775481971673902,true,104,-0.09939334090541396,false,,0.9097186306915873,true,85,0.9072093425201426,true,87,-0.6384482967938084,false,,0.8778719929104156,true,105,-0.03840808311047732,-0.017098331402125695
160,0.8934333752089886,true,83,-0.02717511069615151,false,,0.9185695705705599,true,74,0.9192217340173603,true,73,-0.6311922045822688,false,,0.8970464208287009,true,82,0.01610501920218772,0.0034182962920328236
161,0.8450115850756719,true,133,-0.1048038540365328,false,,0.8965216565591095,true,97,0.8976898306483985,true,97,-0.632000830376329,false,,0.8354885941761205,true,144,0.027665718302464237,0.03942561101542692
162,0.8767418670421904,true,92,0.006588701365866938,false,,0.909939983756097,true,79,0.9092756596669356,true,79,-0.6092320323798837,false,,0.8761053831633754,true,93,-0.029345176631439547,0.01460097884742221
163,0.8683657491743374,true,92,-0.11348826709392262,false,,0.9064486263328926,true,81,0.9076571308117032,true,80,-0.6360296332940109,false,,0.8668074394805219,true,98,-0.037850934428207736,-0.022352107979823736
164,0.8609863937270241,true,97,-0.19451728932673745,false,,0.9034521249799672,true,84,0.9039243957685462,true,84,-0.6580921057223172,false,,0.873844386478759,true,84,-0.050363608380003436,0.03174179912783244
165,0.9121366051955189,true,96,-0.0041917552640953065,false,,0.9288211026706771,true,83,0.9288518761063075,true,82,-0.6305304654190258,false,,0.9178057941017556,true,94,-0.01244630852532727,0.017172079530512297
166,0.9123074248636972,true,86,0.128883845367308,false,,0.9280049744772276,true,74,0.9271920220892846,true,75,-0.5988028969429376,false,,0.915832276015315,true,82,0.03618747798295186,-0.022225869548468787
167,0.903799393219296,true,88,-0.029479275394739702,false,,0.9230438700898111,true,78,0.9232577501044329,true,78,-0.6257417576345149,false,,0.9058386248394609,true,84,-0.019286456037499226,0.009538742736496212
168,0.9084920080814254,true,101,0.09123636533733943,false,,0.927444898747508,true,81,0.9273557816796418,true,81,-0.5969176167954298,false,,0.9167183815412415,true,93,0.017636661063568204,-0.07055767914636565
169,0.8649794482797396,true,68,-0.15402989424627436,false,,0.9126787346743395,true,67,0.9141125262313279,true,67,-0.6536526738512621,false,,0.8631186938158575,true,67,0.009761994379234137,0.021854784919672143
170,0.8931792128548353,true,113,0.0685042661431544,false,,0.9195854134643537,true,89,0.9197372799999588,true,90,-0.6045170742745721,false,,0.9056669546366044,true,103,-0.005469450426667397,-0.04867936691208941
171,0.8664516372115085,true,96,-0.19577171705804922,false,,0.9044654608968429,true,83,0.9036608517589991,true,83,-0.6559778507948566,false,,0.870988261647437,true,96,-0.01614423706333348,0.028767487897946774
172,0.9379594534818391,true,68,0.13661197192655428,false,,0.9447961714598706,true,64,0.9446473922192242,true,64,-0.6085743782585097,false,,0.9424932067612554,true,66,0.046278259491228727,-0.022065486360198058
173,0.913030865860062,true,95,0.12774766833819218,false,,0.9291336267202217,true,78,0.9294954893688021,true,78,-0.5932285074353051,false,,0.915809843586947,true,95,0.056748952333570336,-0.007592338207827136
174,0.9199117998486986,true,87,0.02166759173317141,false,,0.9328570020560811,true,76,0.9329368291913303,true,76,-0.6238300575050373,false,,0.9229889588315296,true,87,-0.00970664539012586,0.004934581287430927
175,0.9152346859619972,true,86,0.06057792246597796,false,,0.9293501389102333,true,76,0.92989622882208,true,75,-0.6007990106951124,false,,0.9166487001005759,true,86,-0.021519606902756398,0.022028547339080547
176,0.8947803747528732,true,97,0.08436023917089552,false,,0.9177305211746182,true,85,0.9178197425335425,true,86,-0.591810579104129,false,,0.9022308000986985,true,90,-0.07249163031456884,-0.049234895768044434
177,0.8884842003465921,true,109,-0.053193540968929344,false,,0.9150734076752908,true,89,0.9157087534335434,true,88,-0.622551446926694,false,,0.8950361218517711,true,102,0.05304966752460858,0.007032072169418562
178,0.8936057800008854,true,59,-0.02064860388951154,false,,0.9252822851545369,true,57,0.9253143104494321,true,58,-0.6400197314503747,false,,0.8942144820354576,true,61,-0.01026951648384089,-0.00017249612877774371
179,0.9101628232986295,true,93,0.08526430765973853,false,,0.9263586754682986,true,81,0.9258891507755757,true,81,-0.5994585244480717,false,,0.9095312961012159,true,93,-0.020289383552213717,-0.019656073573505736
180,0.879951484817425,true,103,-0.14137944311157727,false,,0.9101851981245835,true,86,0.9089875184722741,true,86,-0.6509962860057044,false,,0.8880143975467859,true,97,-0.0017262314149142845,-0.013494385736249694
181,0.7388787902310178,true,224,-0.1517944500711207,false,,0.876736632374491,true,122,0.8747512529477457,true,123,-0.6359829422105578,false,,0.7056053209254268,true,246,0.0017744384835304521,0.03874866537939075
182,0.8616627997287174,true,95,-0.16687161402769288,false,,0.9035673592411045,true,83,0.9046043630254814,true,82,-0.650321088886622,false,,0.8627354068344142,true,97,-0.012453287458464841,-0.02716781971731144
183,0.8984035997275294,true,68,0.04682365879755735,false,,0.9244285000813182,true,66,0.9254040954976294,true,65,-0.623900937340356,false,,0.8987952424986847,true,68,0.025413788655966843,-0.020140021019736592
184,0.9447293486001771,true,56,0.3118770821471567,false,,0.950429549096374,true,53,0.9503165943591908,true,53,-0.5790318354427622,false,,0.9465307966668154,true,58,0.028167534403611385,0.019950080313265593
185,0.8263606272703028,true,122,-0.09257020710933145,false,,0.8872409841486868,true,97,0.8882076888160682,true,96,-0.636288379698736,false,,0.8247711592933452,true,125,0.014498678256183464,-0.020284741994679313
186,0.9156362203978368,true,73,-0.021188110125042424,false,,0.9310505254972113,true,67,0.9309638402874912,true,67,-0.6375557830345064,false,,0.9170031575116877,true,73,0.028946702040282123,-0.02490364136671775
187,0.8915800673538504,true,98,0.03201870787839575,false,,0.9163704972156964,true,82,0.9166323017550563,true,81,-0.6114858864404296,false,,0.8951687457577212,true,97,0.012086622487505506,0.002844564906303734
188,0.9391937145167726,true,70,0.17537921919004643,false,,0.9457571864476019,true,66,0.9456851821479624,true,66,-0.60584080609703,false,,0.9417902951246704,true,70,-0.0049232326560600895,-0.0006890392442964723
189,0.9342510230607975,true,85,0.17223950815531308,false,,0.9426871788617687,true,77,0.943001375828618,true,76,-0.5953265568765854,false,,0.9370797577552045,true,85,0.016200392454960064,0.008172579482638798
190,0.8856455227232412,true,115,-0.0070700910664428535,false,,0.9147669254636922,true,90,0.9152595569619474,true,89,-0.6088185244642993,false,,0.8951258810052447,true,109,0.050109545196998735,-0.008698440038232225
191,0.7612820658497026,true,188,-0.241041139875623,false,,0.86966508082067,true,115,0.8705853978269958,true,113,-0.6511486800072159,false,,0.7738628368684944,true,181,-0.05794904386684195,-0.003230286018563751
192,0.9193408822247655,true,81,0.005812933987108977,false,,0.9321726591960795,true,74,0.9315051636316508,true,75,-0.623826330090704,false,,0.9242481405969909,true,77,-0.06150536674407334,0.08001831606031128
193,0.8910740763816951,true,106,-0.09505877063889098,false,,0.916055509167624,true,87,0.9163396471129195,true,86,-0.6332461893752557,false,,0.891504209248379,true,105,-0.026902485741622573,0.017104883491075622
194,0.915417889561268,true,90,0.17560627273067206,false,,0.9306035472619381,true,76,0.9312701243619668,true,76,-0.5805828771232868,false,,0.9146258240000491,true,94,-0.06349383559333567,-0.04633051106993025
195,0.9089516291163136,true,62,-0.042144520285801325,false,,0.9301283549325007,true,60,0.9300689034035837,true,60,-0.6369660570775478,false,,0.913018432628431,true,61,0.03344231545919871,0.01705099514791667
196,0.8901370916772385,true,105,0.024041216131228133,false,,0.9163247912384566,true,85,0.91585048484727,true,86,-0.5994163210602566,false,,0.9002036974832532,true,99,-0.014578139731982647,-0.03109181937537614
197,0.889219121247711,true,108,-0.2036221021861639,false,,0.9154547424106847,true,90,0.9159022588288849,true,89,-0.6681809601159753,false,,0.9002067295215032,true,99,0.04141866569127734,0.014504545553558191
198,0.8934895592113206,true,86,-0.027059174646420128,false,,0.9179034711915295,true,77,0.9173961241833654,true,77,-0.6248404701630088,false,,0.897924183892067,true,84,-0.036051073561892584,0.06774825058485905
199,0.8542633359537891,true,130,-0.10297777685769575,false,,0.9002973503437447,true,96,0.8992229934534102,true,98,-0.6230623203150861,false,,0.856123111861874,true,129,0.01872608677481678,-0.002875277326809748
